Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein (linked to MSKCC Mapback)	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
23373	CRTC1	CREB regulated transcription coactivator 1	"NM_001098482, NM_015321"	"NP_001091952.1, NP_056136.2"	ENSG00000105662	chr19:18655512 - 18749192	"cAMP response element binding protein binding;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of transcription, DNA-dependent;transcription"	"Mitelman 2000, Entrez Query:Oncogene"
1436	CSF1R	"colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog"	NM_005211	NP_005202.2	ENSG00000182578	chr5:149413824 - 149446183	ATP binding;cell proliferation;integral to plasma membrane;macrophage colony stimulating factor receptor activity;multicellular organismal development;nucleotide binding;plasma membrane;protein amino acid phosphorylation;protein binding;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	"Tyrosine Kinase, Entrez Query:Oncogene"
1499	CTNNB1	"catenin (cadherin-associated protein), beta 1, 88kDa"	NM_001904	NP_001895.1	ENSG00000168036	chr3:41240563 - 41255837	alpha-catenin binding;androgen receptor binding;androgen receptor signaling pathway;apical part of cell;basolateral plasma membrane;beta-catenin destruction complex;binding;bone resorption;cadherin binding;cell fate determination;cell fate specification;cell maturation;cell-cell adherens junction;cell-cell adhesion;cellular morphogenesis during differentiation;chromatin binding;cytoplasm;cytoskeleton;dorsal/ventral axis specification;ectoderm development;embryonic arm morphogenesis;embryonic digit morphogen	"Androgen Receptor, TGFBR, Wnt, Futreal et al 2004, Mitelman 2000, Vogelstein and Kinzler 2004, Stability, Tumor Suppressor, Entrez Query:Oncogene, Missense mutation"
2017	CTTN	cortactin	"NM_138565, NM_005231"	"NP_612632.1, NP_005222.2"	ENSG00000085733	chr11:69931051 - 69958916	cell cortex;cytoplasm;cytoskeleton;lamellipodium;protein binding;ruffle;soluble fraction	Entrez Query:Oncogene
9820	CUL7	cullin 7	NM_014780	NP_055595.2	ENSG00000044090	chr6:43113403 - 43128504	anaphase-promoting complex;cell cycle;protein binding;proteolysis;regulation of endothelial cell differentiation;regulation of mitotic metaphase/anaphase transition;ubiquitin cycle;vasculogenesis	Entrez Query:Oncogene
2919	CXCL1	"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)"	NM_001511	NP_001502.1	ENSG00000163739	chr4:74954051 - 74955117	actin cytoskeleton organization and biogenesis;cell proliferation;chemokine activity;chemotaxis;enzyme activator activity;extracellular region;extracellular space;G-protein coupled receptor protein signaling pathway;growth factor activity;immune response;inflammatory response;intracellular signaling cascade;negative regulation of cell proliferation;nervous system development	Entrez Query:Oncogene
2920	CXCL2	chemokine (C-X-C motif) ligand 2	NM_002089	NP_002080.1	ENSG00000081041	chr4:75182336 - 75183701	chemokine activity;chemotaxis;extracellular region;extracellular space;G-protein coupled receptor protein signaling pathway;immune response;inflammatory response;soluble fraction	Entrez Query:Oncogene
2921	CXCL3	chemokine (C-X-C motif) ligand 3	NM_002090	NP_002081.2	ENSG00000163734	chr4:75121842 - 75123192	chemokine activity;chemotaxis;extracellular region;extracellular space;G-protein coupled receptor protein signaling pathway;immune response;inflammatory response	Entrez Query:Oncogene
7852	CXCR4	chemokine (C-X-C motif) receptor 4	"NM_001008540, NM_003467"	"NP_001008540.1, NP_003458.1"	ENSG00000121966	chr2:136588908 - 136592100	actin binding;activation of MAPK activity;ameboidal cell migration;apoptosis;brain development;C-C chemokine receptor activity;C-X-C chemokine receptor activity;chemotaxis;coreceptor activity;cytoplasm;elevation of cytosolic calcium ion concentration;G-protein coupled receptor protein signaling pathway;germ cell development;germ cell migration;growth cone;immune response;inflammatory response;integral to plasma membrane;leading edge;motor axon guidance;myosin light chain binding;neuron migration;patterning	"Stability, Tumor Suppressor, Entrez Query:Oncogene"
1540	CYLD	cylindromatosis (turban tumor syndrome)	"NM_001042412, NM_015247"	"NP_001035877.1, NP_056062.1"	ENSG00000083799	chr16:49341110 - 49387920	cell cycle;cysteine-type peptidase activity;cytoskeleton;intracellular;negative regulation of progression through cell cycle;ribosome;structural constituent of ribosome;translation;ubiquitin cycle;ubiquitin thiolesterase activity;ubiquitin-dependent protein catabolic process	"TNF_alpha_NF_kB, Futreal et al 2004, Vogelstein and Kinzler 2004, Tumor Suppressor, Entrez Query:Oncogene, Frameshift mutation, Missense mutation, Nonsense mutation, Splicing mutation"
1591	CYP24A1	"cytochrome P450, family 24, subfamily A, polypeptide 1"	"NM_001128915, NM_000782"	"NP_001122387.1, NP_000773.2"	ENSG00000019186	chr20:52207124 - 52223525	"1-alpha,25-dihydroxyvitamin D3 (1,25-(OH)2D3) 24-hydroxylase activity;25-hydroxycholecalciferol-24-hydroxylase activity;cellular_component;electron transport;heme binding;iron ion binding;metal ion binding;mitochondrion;monooxygenase activity;vitamin D metabolic process"	Entrez Query:Oncogene
1602	DACH1	dachshund homolog 1 (Drosophila)	"NM_080760, NM_004392, NM_080759"	"NP_542938.1, NP_004383.2, NP_542937.1"	ENSG00000165659	chr13:70912787 - 71338908	"DNA binding;multicellular organismal development;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription"	Entrez Query:Oncogene
1612	DAPK1	death-associated protein kinase 1	NM_004938	NP_004929.2	ENSG00000196730	chr9:89303812 - 89512099	actin cytoskeleton;apoptosis;ATP binding;calmodulin binding;induction of apoptosis by extracellular signals;kinase activity;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein serine/threonine kinase activity;signal transduction;transferase activity	"Protein Kinase, Stability, Tumor Suppressor, Entrez Query:Oncogene"
1616	DAXX	death-associated protein 6	NM_001350	NP_001341.1	ENSG00000007565	chr6:33394497 - 33397680	"activation of JNK activity;androgen receptor binding;androgen receptor signaling pathway;apoptosis;cytoplasm;heat shock protein binding;identical protein binding;induction of apoptosis via death domain receptors;negative regulation of transcription, DNA-dependent;nucleus;PML body;protein N-terminus binding;receptor signaling protein activity;transcription;transcriptional repressor activity"	"TGFBR, Entrez Query:Oncogene"
117159	DCD	dermcidin	NM_053283	NP_444513.1	ENSG00000161634	chr12:53324763 - 53328354	defense response to bacterium;defense response to fungus;extracellular region;manganese ion binding;protein binding;xenobiotic metabolic process	Entrez Query:Oncogene
54165	DCUN1D1	"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)"	NM_020640	NP_065691.2	ENSG00000043093	chr3:184145575 - 184180971	biological_process;cellular_component;molecular_function	Entrez Query:Oncogene
1643	DDB2	"damage-specific DNA binding protein 2, 48kDa"	NM_000107	NP_000098.1	ENSG00000134574	chr11:47193263 - 47216976	damaged DNA binding;nucleotide-excision repair;nucleus;protein binding	"Futreal et al 2004, Vogelstein and Kinzler 2004, Stability, Entrez Query:Oncogene, Missense mutation, Nonsense mutation"
1649	DDIT3	DNA-damage-inducible transcript 3	NM_004083	NP_004074.2	ENSG00000175197	chr12:56196858 - 56197456	"cell cycle;cell cycle arrest;ER overload response;mRNA transcription from RNA polymerase II promoter;nucleus;protein dimerization activity;regulation of apoptosis;regulation of cell redox homeostasis;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;response to DNA damage stimulus;sequence-specific DNA binding;transcription;transcription corepressor activity;transcription factor activity;unfolded protein response"	"Futreal et al 2004, Mitelman 2000, Stability, Entrez Query:Oncogene, Translocation"
1656	DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	NM_004397	NP_004388.2	ENSG00000110367	chr11:118130630 - 118162170	ATP binding;ATP-dependent helicase activity;hydrolase activity;nucleotide binding;nucleus;protein binding;RNA binding;RNA helicase activity	"Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
1672	DEFB1	"defensin, beta 1"	NM_005218	NP_005209.1	ENSG00000164825	chr8:6715612 - 6722789	chemotaxis;defense response to bacterium;extracellular region;G-protein coupled receptor protein signaling pathway;innate immune response	Entrez Query:Oncogene
7913	DEK	DEK oncogene (DNA binding)	NM_003472	NP_003463.1	ENSG00000124795	chr6:18333928 - 18372197	DNA binding;histone binding;nucleus;regulation of transcription from RNA polymerase II promoter;signal transduction;specific RNA polymerase II transcription factor activity;viral genome replication	"Futreal et al 2004, Mitelman 2000, Entrez Query:Oncogene, Translocation"
8562	DENR	density-regulated protein	NM_003677	NP_003668.2	ENSG00000139726	chr12:121804201 - 121819578	biological_process;cellular_component;molecular_function;translation initiation factor activity;translational initiation	Entrez Query:Oncogene
1749	DLX5	distal-less homeobox 5	NM_005221	NP_005212.1	ENSG00000105880	chr7:96487983 - 96491871	"axonogenesis;embryonic limb morphogenesis;inner ear morphogenesis;multicellular organismal development;nervous system development;nucleus;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;skeletal development;transcription factor activity"	Entrez Query:Oncogene
1789	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	"NM_175848, NM_175849, NM_006892"	"NP_787044.1, NP_787045.1, NP_008823.1"	ENSG00000088305	chr20:30831790 - 30859370	DNA (cytosine-5-)-methyltransferase activity;DNA binding;DNA methylation;metal ion binding;methyltransferase activity;nucleus;protein binding;site-specific DNA-methyltransferase (cytosine-specific) activity;transferase activity;zinc ion binding	"Tumor Suppressor, Entrez Query:Oncogene"
1894	ECT2	epithelial cell transforming sequence 2 oncogene	NM_018098	NP_060568.3	ENSG00000114346	chr3:173955014 - 174020721	guanyl-nucleotide exchange factor activity;intracellular;intracellular signaling cascade;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein binding;regulation of Rho protein signal transduction;Rho guanyl-nucleotide exchange factor activity;signal transducer activity	"Tumor Suppressor, Entrez Query:Oncogene"
1908	EDN3	endothelin 3	"NM_207033, NM_207032, NM_207034"	"NP_996916.1, NP_996915.1, NP_996917.1"	ENSG00000124205	chr20:57309262 - 57332909	anatomical structure morphogenesis;cell-cell signaling;extracellular region;multicellular organismal development;pathogenesis;receptor binding;regulation of vasoconstriction;sensory perception of sound;signal transduction;soluble fraction	Entrez Query:Oncogene
1917	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	NM_001958	NP_001949.1	ENSG00000101210	chr20:61590094 - 61599560	anti-apoptosis;cytoplasm;eukaryotic translation elongation factor 1 complex;GTP binding;GTPase activity;nucleotide binding;nucleus;protein binding;translation elongation factor activity;translational elongation	Entrez Query:Oncogene
1942	EFNA1	ephrin-A1	"NM_004428, NM_182685"	"NP_004419.2, NP_872626.1"	ENSG00000169242	chr1:153367077 - 153373167	cell-cell signaling;ephrin receptor binding;GPI anchor binding;integral to plasma membrane;membrane	Entrez Query:Oncogene
1956	EGFR	"epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)"	"NM_201284, NM_005228, NM_201283, NM_201282"	"NP_958441.1, NP_005219.2, NP_958440.1, NP_958439.1"	ENSG00000146648	chr7:55054464 - 55240804	actin filament binding;AP-2 adaptor complex;ATP binding;calcium-dependent phospholipase A2 activation;cell cycle;cell proliferation;cell surface receptor linked signal transduction;cell-cell adhesion;cytoplasm;double-stranded DNA binding;endosome;epidermal growth factor receptor activity;epidermal growth factor receptor signaling pathway;extracellular space;identical protein binding;integral to membrane;MAP/ERK kinase kinase activity;negative regulation of progression through cell cycle;nitric-oxide synthas	"Alpha6Beta4 Integrin, EGFR1, Futreal et al 2004, Vogelstein and Kinzler 2004, Protein Kinase, Stability, Tumor Suppressor, Tyrosine Kinase, Entrez Query:Oncogene, Amplification, Missense mutation"
1958	EGR1	early growth response 1	NM_001964	NP_001955.1	ENSG00000120738	chr5:137829349 - 137831669	"intracellular;metal ion binding;nucleus;positive regulation of transcription;regulation of transcription, DNA-dependent;T cell differentiation;transcription;transcription factor activity;zinc ion binding"	"Tumor Suppressor, Entrez Query:Oncogene"
5610	EIF2AK2	eukaryotic translation initiation factor 2-alpha kinase 2	NM_002759	NP_002750.1	ENSG00000055332	chr2:37187919 - 37228453	"apoptosis;ATP binding;cell cycle;double-stranded RNA binding;eukaryotic translation initiation factor 2alpha kinase activity;immune response;intracellular;negative regulation of cell proliferation;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein phosphatase type 2A regulator activity;protein serine/threonine kinase activity;regulation of transcription, DNA-dependent;response to virus;transferase activity"	"Protein Kinase, Tumor Suppressor, Entrez Query:Oncogene"
3646	EIF3E	"eukaryotic translation initiation factor 3, subunit 6 48kDa"	NM_001568	NP_001559.1	ENSG00000104408	chr8:109283289 - 109330107	eukaryotic translation initiation factor 3 complex;protein binding;regulation of translational initiation;translation;translation initiation factor activity	Entrez Query:Oncogene
1991	ELA2	"elastase 2, neutrophil"	NM_001972	NP_001963.1	ENSG00000197561	chr19:803328 - 807164	bacterial binding;calcium ion homeostasis;cell surface;cytokine binding;elastase activity;extracellular region;leukocyte migration;negative regulation of chemokine biosynthetic process;negative regulation of chemotaxis;negative regulation of inflammatory response;negative regulation of interleukin-8 biosynthetic process;peptidase activity;phagocytosis;positive regulation of interleukin-8 biosynthetic process;positive regulation of MAPK activity;positive regulation of smooth muscle cell proliferation;protein	Entrez Query:Oncogene
2002	ELK1	"ELK1, member of ETS oncogene family"	"NM_005229, NM_001114123"	"NP_005220.2, NP_001107595.1"	ENSG00000126767	chrX:47381171 - 47385784	"nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity"	"EGFR1, ID, Entrez Query:Oncogene"
2005	ELK4	"ELK4, ETS-domain protein (SRF accessory protein 1)"	"NM_021795, NM_001973"	"NP_068567.1, NP_001964.2"	ENSG00000158711	chr1:203852296 - 203859633	"nucleus;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription cofactor activity;transcription factor activity;transcription from RNA polymerase II promoter"	"EGFR1, ID, Entrez Query:Oncogene"
